i	j	k	Dose(Gy)       proton_1       proton_1       proton         proton         deuteron       deuteron       He3            He3            alpha          alpha          Li6            Li6            Be8            Be8            C12            C12            C13            C13            N15            N15            O15            O15            O16            O16            
319	0	0	1.05484e-09    1.012e-09      37             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
320	0	0	1.08052e-09    1.03159e-09    37             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
321	0	0	1.10614e-09    1.10614e-09    37             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
322	0	0	1.01868e-09    1.01698e-09    37             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
323	0	0	1.11413e-09    1.07688e-09    37             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
324	0	0	1.04231e-09    9.87058e-10    37             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
325	0	0	1.10126e-09    1.01127e-09    37             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              3.65706e-11    1              
326	0	0	1.07771e-09    1.06103e-09    37             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
327	0	0	1.06502e-09    1.03565e-09    37             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
328	0	0	1.05186e-09    1.03482e-09    37             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
329	0	0	1.13784e-09    1.11372e-09    37             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
330	0	0	1.09093e-09    1.08531e-09    37             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
331	0	0	1.06075e-09    1.01863e-09    37             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
332	0	0	1.05193e-09    1.02731e-09    37             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
333	0	0	1.10132e-09    1.10132e-09    37             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
334	0	0	1.05485e-09    1.03565e-09    37             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
335	0	0	1.17314e-09    1.11809e-09    37             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
336	0	0	1.07171e-09    1.04674e-09    37             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
337	0	0	1.07054e-09    1.03183e-09    37             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
338	0	0	1.09697e-09    1.04858e-09    37             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
339	0	0	1.05773e-09    1.05773e-09    37             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
340	0	0	1.10669e-09    1.08469e-09    37             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
341	0	0	1.07186e-09    1.06031e-09    37             0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
342	0	0	1.38122e-09    1.10233e-09    37             1.83531e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              1.77116e-10    1              
343	0	0	1.05341e-09    1.01038e-09    36             3.08329e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
344	0	0	1.2011e-09     1.13046e-09    36             2.95607e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
345	0	0	1.05264e-09    1.02337e-09    36             2.92786e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
346	0	0	1.16172e-09    1.05982e-09    36             3.74882e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
347	0	0	1.12412e-09    1.04205e-09    36             3.49366e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
348	0	0	1.084e-09      1.02908e-09    36             3.96034e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
349	0	0	1.07105e-09    1.03671e-09    36             3.43373e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
350	0	0	1.16759e-09    1.12742e-09    36             3.13762e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
351	0	0	1.14927e-09    1.07324e-09    36             3.22563e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
352	0	0	1.20819e-09    1.10021e-09    36             3.21399e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
353	0	0	1.09985e-09    1.06622e-09    36             2.81095e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
354	0	0	1.09179e-09    1.04552e-09    36             2.89299e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
355	0	0	1.06945e-09    1.0034e-09     36             4.00635e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
356	0	0	1.10313e-09    1.0541e-09     36             2.91699e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
357	0	0	1.10909e-09    1.07789e-09    36             2.9476e-11     1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
358	0	0	1.15327e-09    1.10266e-09    36             3.09777e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
359	0	0	1.09055e-09    1.04062e-09    36             3.92035e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
360	0	0	1.24475e-09    1.14768e-09    36             3.11302e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
361	0	0	1.19622e-09    1.1179e-09     36             3.35604e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
362	0	0	1.11925e-09    1.07428e-09    36             3.03197e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
363	0	0	1.20012e-09    1.11428e-09    36             2.86462e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
364	0	0	1.1695e-09     1.11059e-09    36             2.89655e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
365	0	0	1.15551e-09    1.09402e-09    36             2.8135e-11     1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
366	0	0	1.11272e-09    1.06649e-09    36             3.17767e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
367	0	0	1.13597e-09    1.07632e-09    36             3.18042e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
368	0	0	1.19229e-09    1.13083e-09    36             3.30894e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
369	0	0	1.10483e-09    1.07408e-09    36             3.07047e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
370	0	0	1.10346e-09    1.06802e-09    36             3.54354e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
371	0	0	1.19826e-09    1.13954e-09    36             4.29606e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
372	0	0	1.21012e-09    1.14564e-09    36             4.83785e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
373	0	0	1.17567e-09    1.11671e-09    36             4.03593e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
374	0	0	1.14525e-09    1.10138e-09    36             3.86782e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
375	0	0	1.14512e-09    1.09893e-09    36             4.05194e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
376	0	0	1.19513e-09    1.15162e-09    36             3.52278e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
377	0	0	1.17968e-09    1.10278e-09    36             3.76844e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
378	0	0	1.25008e-09    1.16046e-09    36             5.21335e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
379	0	0	1.1385e-09     1.09929e-09    36             3.48667e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
380	0	0	1.15849e-09    1.11073e-09    36             3.89217e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
381	0	0	1.19015e-09    1.15231e-09    36             3.16599e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
382	0	0	1.15983e-09    1.0987e-09     36             3.22358e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
383	0	0	1.20952e-09    1.13082e-09    36             4.89707e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
384	0	0	1.21382e-09    1.14738e-09    36             3.74786e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
385	0	0	1.2923e-09     1.20027e-09    36             3.72686e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
386	0	0	1.26599e-09    1.16253e-09    36             4.5025e-11     1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
387	0	0	1.20974e-09    1.1491e-09     36             3.17359e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
388	0	0	1.26861e-09    1.19786e-09    36             3.60619e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
389	0	0	1.19282e-09    1.14188e-09    36             3.1097e-11     1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
390	0	0	1.21068e-09    1.14941e-09    36             3.32329e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
391	0	0	1.19105e-09    1.12844e-09    36             3.5913e-11     1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
392	0	0	1.2329e-09     1.18125e-09    36             4.50186e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
393	0	0	1.1587e-09     1.11283e-09    36             3.78296e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
394	0	0	1.23728e-09    1.1704e-09     36             3.92768e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
395	0	0	1.26573e-09    1.22397e-09    36             3.48269e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
396	0	0	1.19224e-09    1.15469e-09    36             3.05902e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
397	0	0	1.26845e-09    1.21797e-09    36             3.62687e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
398	0	0	1.22861e-09    1.15888e-09    36             4.1655e-11     1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
399	0	0	1.28893e-09    1.20671e-09    36             3.05499e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
400	0	0	1.30938e-09    1.21457e-09    36             4.82722e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
401	0	0	1.24609e-09    1.17634e-09    36             3.3814e-11     1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
402	0	0	1.26401e-09    1.20288e-09    36             3.40544e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
403	0	0	1.29725e-09    1.21252e-09    36             4.51049e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
404	0	0	1.2966e-09     1.22776e-09    36             4.33957e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
405	0	0	1.33355e-09    1.24946e-09    36             5.10202e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
406	0	0	1.45248e-09    1.33836e-09    36             4.19111e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
407	0	0	1.28434e-09    1.23456e-09    36             3.55275e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
408	0	0	1.31446e-09    1.25215e-09    36             4.57871e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
409	0	0	1.32729e-09    1.23498e-09    36             3.69291e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
410	0	0	1.318e-09      1.22666e-09    36             3.47656e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
411	0	0	1.41807e-09    1.31476e-09    36             4.7311e-11     1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
412	0	0	1.3119e-09     1.25215e-09    36             3.70243e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
413	0	0	1.44918e-09    1.32495e-09    36             5.42016e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
414	0	0	1.35755e-09    1.22467e-09    36             4.02345e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
415	0	0	1.38002e-09    1.27135e-09    36             3.65545e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
416	0	0	1.33919e-09    1.25153e-09    36             6.18421e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
417	0	0	1.35893e-09    1.30499e-09    36             3.32671e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
418	0	0	1.40394e-09    1.30682e-09    36             5.84004e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
419	0	0	1.47658e-09    1.32215e-09    36             4.07318e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
420	0	0	1.44192e-09    1.32352e-09    36             3.45214e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
421	0	0	1.5177e-09     1.40554e-09    36             5.62149e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
422	0	0	1.43254e-09    1.36422e-09    36             4.15715e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
423	0	0	1.48908e-09    1.41362e-09    36             4.43883e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
424	0	0	1.64537e-09    1.54967e-09    36             4.08684e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
425	0	0	1.79618e-09    1.68119e-09    36             4.2835e-11     1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
426	0	0	1.44686e-09    1.33997e-09    36             6.02384e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
427	0	0	1.32804e-09    1.22472e-09    35             3.83842e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
428	0	0	1.24165e-09    1.16208e-09    35             3.9719e-11     1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
429	0	0	1.25916e-09    1.19166e-09    35             4.05935e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
430	0	0	1.29205e-09    1.23708e-09    35             3.88455e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
431	0	0	1.19099e-09    1.1526e-09     35             3.8386e-11     1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
432	0	0	1.30574e-09    1.23814e-09    35             4.36642e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
433	0	0	1.20723e-09    1.17005e-09    35             3.71777e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
434	0	0	1.26467e-09    1.20238e-09    35             4.08108e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
435	0	0	1.35766e-09    1.28399e-09    35             3.93609e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
436	0	0	1.2502e-09     1.17549e-09    35             4.16112e-11    1              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              
